ndc,opioid,recovery
370120396,0,0
370120401,0,0
370120406,0,0
370120407,0,0
370120408,0,0
370120412,0,0
370120432,0,0
370120435,0,0
370120437,0,0
370120439,0,0
370120443,0,0
370120458,0,0
370120459,0,0
370120461,0,0
370120462,0,0
370120465,0,0
370120469,0,0
370120470,0,0
370120475,0,0
370120477,0,0
370120479,0,0
370120480,0,0
370120482,0,0
370120484,0,0
370120486,0,0
370120498,0,0
370120499,0,0
370120506,0,0
370120516,0,0
370120521,0,0
370120523,0,0
370120526,0,0
370120527,0,0
370120544,0,0
370120546,0,0
370120548,0,0
370120550,0,0
370120571,0,0
370120578,0,0
370120588,0,0
370120602,0,0
370120603,0,0
370120604,0,0
370120612,0,0
370120626,0,0
370120645,0,0
370120647,0,0
370120656,0,0
370120657,0,0
370120664,0,0
370120667,0,0
370120668,0,0
370120685,0,0
370120724,0,0
370120726,0,0
370120731,0,0
370120732,0,0
370120733,0,0
370120734,0,0
370120735,0,0
370120736,0,0
370120737,0,0
370120742,0,0
370120751,0,0
370120763,0,0
370120770,0,0
370120771,0,0
370120799,0,0
370120803,0,0
370120806,0,0
370120810,0,0
370120815,0,0
370120822,0,0
370120831,0,0
370120845,0,0
370120851,0,0
370120852,0,0
370120871,0,0
370120882,0,0
370120897,0,0
370120898,0,0
370120901,0,0
370120915,0,0
370120927,0,0
370120939,0,0
370120945,0,0
370120946,0,0
370120949,0,0
370120950,0,0
370120957,0,0
370120962,0,0
370120974,0,0
370120977,0,0
370120994,0,0
372050008,0,0
372050009,0,0
372050012,0,0
372050020,0,0
372050022,0,0
372050023,0,0
372050024,0,0
372050030,0,0
372050031,0,0
372050034,0,0
372050035,0,0
372050060,0,0
372050064,0,0
372050067,0,0
372050069,0,0
372050097,0,0
372050102,0,0
372050110,0,0
372050111,0,0
372050112,0,0
372050117,0,0
372050119,0,0
372050120,0,0
372050121,0,0
372050122,0,0
372050128,0,0
372050130,0,0
372050134,0,0
372050137,0,0
372050138,0,0
372050139,0,0
372050145,0,0
372050153,0,0
372050155,0,0
372050160,0,0
372050162,0,0
372050165,0,0
372050178,0,0
372050186,0,0
372050187,0,0
372050194,0,0
372050195,0,0
372050196,0,0
372050197,0,0
372050199,0,0
372050200,0,0
372050203,0,0
372050204,0,0
372050205,0,0
372050210,0,0
372050213,0,0
372050215,0,0
372050218,0,0
372050223,0,0
372050224,0,0
372050227,0,0
372050228,0,0
372050241,0,0
372050243,0,0
372050248,0,0
372050251,0,0
372050261,0,0
372050262,0,0
372050265,0,0
372050266,0,0
372050270,0,0
372050272,0,0
372050273,0,0
372050275,0,0
372050277,0,0
372050278,0,0
372050279,0,0
372050280,0,0
372050281,0,0
372050282,0,0
372050283,0,0
372050285,0,0
372050291,0,0
372050292,0,0
372050294,0,0
372050295,0,0
372050296,0,0
372050298,0,0
372050302,0,0
372050304,0,0
372050308,0,0
372050311,0,0
372050314,0,0
372050317,0,0
372050318,0,0
372050319,0,0
372050320,0,0
372050321,0,0
372050326,0,0
372050327,0,0
372050328,0,0
372050333,0,0
372050336,0,0
372050337,0,0
372050338,0,0
372050339,0,0
372050341,0,0
372050344,0,0
372050345,0,0
372050346,0,0
372050348,0,0
372050349,0,0
372050350,0,0
372050356,0,0
372050358,0,0
372050360,0,0
372050361,0,0
372050362,0,0
372050363,0,0
372050369,0,0
372050370,0,0
372050372,0,0
372050377,0,0
372050378,0,0
372050381,0,0
372050387,0,0
372050399,0,0
372050402,0,0
372050405,0,0
372050429,0,0
372050436,0,0
372050445,0,0
372050446,0,0
372050457,0,0
372050458,0,0
372050459,0,0
372050460,0,0
372050466,0,0
372050467,0,0
372050473,0,0
372050476,0,0
372050477,0,0
372050483,0,0
372050488,0,0
372050508,0,0
372050510,0,0
372050516,0,0
372050518,0,0
372050530,0,0
372050531,0,0
372050535,0,0
372050536,0,0
372050538,0,0
372050539,0,0
372050565,0,0
372050570,0,0
372050571,0,0
372050575,0,0
372050576,0,0
372050577,0,0
372050581,0,0
372050584,0,0
372050585,0,0
372050586,0,0
372050587,0,0
372050590,0,0
372050591,0,0
372050593,0,0
372050594,0,0
372050595,0,0
372050602,0,0
372050603,0,0
372050605,0,0
372050607,0,0
372050610,0,0
372050612,0,0
372050613,0,0
372050614,0,0
372050615,0,0
372050616,0,0
372050617,0,0
372050625,0,0
372050627,0,0
372050628,0,0
372050629,0,0
372050630,0,0
372050635,0,0
372050636,0,0
372050637,0,0
372050638,0,0
372050641,0,0
372050643,0,0
372050644,0,0
372050646,0,0
372050648,0,0
372050650,0,0
372050653,0,0
372050656,0,0
372050657,0,0
372050659,0,0
372050660,0,0
372050661,0,0
372050662,0,0
372050664,0,0
372050665,0,0
372050666,0,0
372050667,0,0
372050668,0,0
372050669,0,0
372050670,0,0
372050671,0,0
372050672,0,0
372050674,0,0
372050675,0,0
372050676,0,0
372050677,0,0
372050678,0,0
372050679,0,0
372050680,0,0
372050681,0,0
372050682,0,0
372050683,0,0
372050684,0,0
372050686,0,0
372050692,0,0
372050693,0,0
372050694,0,0
372050695,0,0
372050696,0,0
372050697,0,0
372050698,0,0
372050703,0,0
372050705,0,0
372050706,0,0
372050707,0,0
372050708,0,0
372050709,0,0
372050711,0,0
372050712,0,0
372050715,0,0
372050717,0,0
372050719,0,0
372050720,0,0
372050721,0,0
372050722,0,0
372050723,0,0
372050724,0,0
372050725,0,0
372050726,0,0
372050727,0,0
372050728,0,0
372050729,0,0
372050730,0,0
372050731,0,0
372050732,0,0
372050733,0,0
372050734,0,0
372050735,0,0
372050736,0,0
372050738,0,0
372050739,0,0
372050741,0,0
372050742,0,0
372050743,0,0
372050744,0,0
372050745,0,0
372050750,0,0
372050751,0,0
372050752,0,0
372050753,0,0
372050754,0,0
372050755,0,0
372050756,0,0
372050757,0,0
372050759,0,0
372050760,0,0
372050762,0,0
372050763,0,0
372050779,0,0
372050780,0,0
372050781,0,0
372050819,0,0
372050820,0,0
372050822,0,0
372050824,0,0
372050825,0,0
372050826,0,0
372050827,0,0
372050828,0,0
372050831,0,0
372050833,0,0
372050834,0,0
372050837,0,0
372050844,0,0
372050845,0,0
372050848,0,0
372050850,0,0
372050851,0,0
372050852,0,0
372050854,0,0
372050855,0,0
372050856,0,0
372050861,0,0
372050871,0,0
372050874,0,0
372050931,0,0
372050940,0,0
372050941,0,0
372050951,0,0
372050952,0,0
372050958,0,0
372050959,0,0
372050960,0,0
372050967,0,0
372050968,0,0
372050969,0,0
372050970,0,0
372050973,0,0
372050976,0,0
372050977,0,0
372050980,0,0
372050987,0,0
372050988,0,0
372050989,0,0
372050992,0,0
372050993,0,0
372050994,0,0
372050998,0,0
373898500,0,0
373899999,0,0
376941072,0,0
377310002,0,0
377310003,0,0
377310004,0,0
377310005,0,0
377310595,0,0
377310596,0,0
377310599,0,0
377311822,0,0
377315044,0,0
377315046,0,0
377315147,0,0
377315150,0,0
377319011,0,0
377319021,0,0
377319031,0,0
378030129,0,0
378030203,0,0
378080001,0,0
378080002,0,0
378080003,0,0
378080004,0,0
378080005,0,0
378080006,0,0
378080008,0,0
378080009,0,0
378080010,0,0
378080011,0,0
378080012,0,0
378080015,0,0
378080016,0,0
378080017,0,0
378080018,0,0
378080020,0,0
378080021,0,0
378080022,0,0
378080023,0,0
378080025,0,0
378080027,0,0
378080029,0,0
378080031,0,0
378080032,0,0
378080033,0,0
378080034,0,0
378080035,0,0
378080036,0,0
378080037,0,0
378080038,0,0
378080040,0,0
378080042,0,0
378080046,0,0
378080047,0,0
378080050,0,0
378080051,0,0
378080052,0,0
378080053,0,0
378080055,0,0
378080056,0,0
378080057,0,0
378080058,0,0
378080059,0,0
378080060,0,0
378080061,0,0
378080062,0,0
378080063,0,0
378080065,0,0
378080066,0,0
378080067,0,0
378080068,0,0
378080069,0,0
378080070,0,0
378080071,0,0
378080072,0,0
378080075,0,0
378080079,0,0
378080080,0,0
378080081,0,0
378080082,0,0
378080084,0,0
378080085,0,0
378080090,0,0
378080091,0,0
378080092,0,0
378080094,0,0
378080096,0,0
378080097,0,0
378080098,0,0
378080102,0,0
378080104,0,0
378080105,0,0
378080106,0,0
378080107,0,0
378080109,0,0
378080112,0,0
378080117,0,0
378080121,0,0
378080122,0,0
378080123,0,0
378080124,0,0
378080130,0,0
378080133,0,0
378080140,0,0
378080141,0,0
378080144,0,0
378080146,0,0
378080153,0,0
378080157,0,0
378080158,0,0
378080160,0,0
378080161,0,0
378080162,0,0
378080163,0,0
378080164,0,0
378080165,0,0
378080166,0,0
378080167,0,0
378080168,0,0
378080169,0,0
378080170,0,0
378080171,0,0
378080175,0,0
378080176,0,0
378080177,0,0
378080178,0,0
378080179,0,0
378080180,0,0
378080181,0,0
378080182,0,0
378080183,0,0
378080186,0,0
378080188,0,0
378080190,0,0
378080192,0,0
378080194,0,0
378080195,0,0
378080198,0,0
378080200,0,0
378080201,0,0
378080202,0,0
378080204,0,0
378080205,0,0
378080206,0,0
378080208,0,0
378080209,0,0
378080210,0,0
378080211,0,0
378080213,0,0
378080215,0,0
378080217,0,0
378080219,0,0
378080220,0,0
378080224,0,0
378080225,0,0
378080227,0,0
378080230,0,0
378080232,0,0
378080234,0,0
378080235,0,0
378080236,0,0
378080238,0,0
378080239,0,0
378080240,0,0
378080244,0,0
378080245,0,0
378080246,0,0
378080248,0,0
378080251,0,0
378080252,0,0
378080253,0,0
378080254,0,0
378080255,0,0
378080258,0,0
378080259,0,0
378080263,0,0
378080265,0,0
378080266,0,0
378080267,0,0
378080272,0,0
378080274,0,0
378080277,0,0
378080278,0,0
378080279,0,0
378080281,0,0
378080282,0,0
378080285,0,0
378080288,0,0
378080289,0,0
378080290,0,0
378080291,0,0
378080292,0,0
378080294,0,0
378080296,0,0
378080297,0,0
378080299,0,0
378080300,0,0
378080301,0,0
378080302,0,0
378080303,0,0
378080304,0,0
378080305,0,0
378080306,0,0
378080308,0,0
378080309,0,0
378080310,0,0
378080311,0,0
378080314,0,0
378080316,0,0
378080317,0,0
378080318,0,0
378080319,0,0
378080321,0,0
378080323,0,0
378080325,0,0
378080326,0,0
378080327,0,0
378080328,0,0
378080329,0,0
378080332,0,0
378080333,0,0
378080335,0,0
378080339,0,0
378080343,0,0
378080344,0,0
378080346,0,0
378080348,0,0
378080349,0,0
378080351,0,0
378080352,0,0
378080354,0,0
378080357,0,0
378080358,0,0
378080359,0,0
378080363,0,0
378080367,0,0
378080368,0,0
378080369,0,0
378080370,0,0
378080374,0,0
378080375,0,0
378080377,0,0
378080379,0,0
378080384,0,0
378080386,0,0
378080390,0,0
378080393,0,0
378080394,0,0
378080396,0,0
378080397,0,0
378080398,0,0
378080399,0,0
378080400,0,0
378080401,0,0
378080402,0,0
378080403,0,0
378080404,0,0
378080405,0,0
378080407,0,0
378080409,0,0
378080410,0,0
378080412,0,0
378080413,0,0
378080414,0,0
378080415,0,0
378080416,0,0
378080417,0,0
378080418,0,0
378080419,0,0
378080420,0,0
378080422,0,0
378080423,0,0
378080424,0,0
378080425,0,0
378080426,0,0
378080428,0,0
378080430,0,0
378080431,0,0
378080432,0,0
378080434,0,0
378080435,0,0
378080437,0,0
378080439,0,0
378080441,0,0
378080443,0,0
378080444,0,0
378080445,0,0
378080446,0,0
378080447,0,0
378080450,0,0
378080453,0,0
378080455,0,0
378080456,0,0
378080458,0,0
378080459,0,0
378080462,0,0
378080463,0,0
378080466,0,0
378080467,0,0
378080468,0,0
378080469,0,0
378080470,0,0
378080471,0,0
378080476,0,0
378080477,0,0
378080478,0,0
378080479,0,0
378080480,0,0
378080481,0,0
378080482,0,0
378080484,0,0
378080485,0,0
378080486,0,0
378080490,0,0
378080491,0,0
378080492,0,0
378080495,0,0
378080498,0,0
378080500,0,0
378080501,0,0
378080502,0,0
378080503,0,0
378080504,0,0
378080507,0,0
378080509,0,0
378080511,0,0
378080512,0,0
378080513,0,0
378080514,0,0
378080515,0,0
378080516,0,0
378080517,0,0
378080519,0,0
378080520,0,0
378080521,0,0
378080522,0,0
378080523,0,0
378080524,0,0
378080525,0,0
378080526,0,0
378080527,0,0
378080530,0,0
378080532,0,0
378080535,0,0
378080536,0,0
378080539,0,0
378080541,0,0
378080543,0,0
378080546,0,0
378080550,0,0
378080552,0,0
378080556,0,0
378080566,0,0
378080571,0,0
378080576,0,0
378080578,0,0
378080583,0,0
378080594,0,0
378080595,0,0
378080600,0,0
378080601,0,0
378080603,0,0
378080604,0,0
378080608,0,0
378080612,0,0
378080613,0,0
378080615,0,0
378080620,0,0
378080622,0,0
378080627,0,0
378080631,0,0
378080637,0,0
378080645,0,0
378080647,0,0
378080648,0,0
378080652,0,0
378080656,0,0
378080660,0,0
378080664,0,0
378080666,0,0
378080668,0,0
378080676,0,0
378080678,0,0
378080679,0,0
378080686,0,0
378080687,0,0
378080688,0,0
378080689,0,0
378080690,0,0
378080693,0,0
378080698,0,0
378080700,0,0
378080702,0,0
378080704,0,0
378080706,0,0
378080709,0,0
378080710,0,0
378080713,0,0
378080717,0,0
378080720,0,0
378080721,0,0
378080722,0,0
378080724,0,0
378080732,0,0
378080734,0,0
378080742,0,0
378080747,0,0
378080751,0,0
378080759,0,0
378080763,0,0
378080768,0,0
378080771,0,0
378080773,0,0
378080785,0,0
378080792,0,0
378080795,0,0
378080798,0,0
378080799,0,0
378080800,0,0
378080801,0,0
378080802,0,0
378080804,0,0
378080806,0,0
378080807,0,0
378080808,0,0
378080809,0,0
378080810,0,0
378080816,0,0
378080817,0,0
378080818,0,0
378080819,0,0
378080822,0,0
378080825,0,0
378080829,0,0
378080832,0,0
378080843,0,0
378080851,0,0
378080852,0,0
378080854,0,0
378080855,0,0
378080861,0,0
378080864,0,0
378080865,0,0
378080870,0,0
378080871,0,0
378080873,0,0
378080875,0,0
378080876,0,0
378080880,0,0
378080882,0,0
378080884,0,0
378080885,0,0
378080890,0,0
378080896,0,0
378080897,0,0
378080898,0,0
378080902,0,0
378080904,0,0
378080906,0,0
378080915,0,0
378080917,0,0
378080920,0,0
378080921,0,0
378080922,0,0
378080923,0,0
378080929,0,0
378080932,0,0
378080942,0,0
378080944,0,0
378080946,0,0
378080947,0,0
378080949,0,0
378080950,0,0
378080952,0,0
378080953,0,0
378080957,0,0
378080960,0,0
378080961,0,0
378080964,0,0
378080966,0,0
378080968,0,0
378080970,0,0
378080971,0,0
378080973,0,0
378080977,0,0
378080980,0,0
378080986,0,0
378080987,0,0
378080994,0,0
378350003,0,0
378350318,0,0
378350695,0,0
378350891,0,0
378350952,0,0
378850001,0,0
379290000,0,0
379290001,0,0
379450008,0,0
379450212,0,0
379450718,0,0
379450860,0,0
379450862,0,0
379450868,0,0
379450870,0,0
379450874,0,0
379450894,0,0
379450902,0,0
379450904,0,0
379450906,0,0
379450908,0,0
379450910,0,0
379867720,0,0
380010800,0,0
381300012,0,0
381300101,0,0
381421000,0,0
381425000,0,0
381760001,0,0
382060011,0,0
382170039,0,0
382170678,0,0
382450107,0,0
382450109,0,0
382450111,0,0
382450113,0,0
382450114,0,0
382450117,0,0
382450128,0,0
382450131,0,0
382450133,0,0
382450136,0,0
382450146,0,0
382450150,0,0
382450152,0,0
382450158,0,0
382450159,0,0
382450165,0,0
382450166,0,0
382450168,0,0
382450175,0,0
382450180,0,0
382450184,0,0
382450188,0,0
382450197,0,0
382450200,0,0
382450217,0,0
382450225,0,0
382450266,0,0
382450268,0,0
382450299,0,0
382450300,0,0
382450312,0,0
382450364,0,0
382450380,0,0
382450381,0,0
382450390,0,0
382450411,0,0
382450417,0,0
382450424,0,0
382450427,0,0
382450431,0,0
382450433,0,0
382450443,0,0
382450471,0,0
382450472,0,0
382450474,0,0
382450477,0,0
382450524,0,0
382450541,0,0
382450577,0,0
382450604,0,0
382450608,0,0
382450612,0,0
382450613,0,0
382450614,0,0
382450616,0,0
382450624,0,0
382450628,0,0
382450630,0,0
382450631,0,0
382450633,0,0
382450643,0,0
382450650,0,0
382450652,0,0
382450653,0,0
382450654,0,0
382450660,0,0
382450662,0,0
382450672,0,0
382450679,0,0
382450686,0,0
382450691,0,0
382450711,0,0
382450712,0,0
382450713,0,0
382450717,0,0
382450720,0,0
382450724,0,0
382450725,0,0
382450727,0,0
382450731,0,0
382450741,0,0
382450743,0,0
382450744,0,0
382450774,0,0
387390200,0,0
387550111,0,0
387790091,0,0
387790156,0,0
387790215,0,0
387790272,0,0
387790281,0,0
387790297,0,0
387790361,0,0
387790514,0,0
387790813,0,0
387791423,0,0
387791968,0,0
387791993,0,0
387792085,0,0
387792126,0,0
387792206,0,0
387792218,0,0
387792229,0,0
387792244,0,0
387792272,0,0
387792320,0,0
387792333,0,0
387792418,0,0
387792442,0,0
387792461,0,0
387792488,0,0
393130001,0,0
393130006,0,0
393280044,0,0
393280047,0,0
393280048,0,0
393280106,0,0
393280541,0,0
393280551,0,0
393360645,0,0
393381072,0,0
395060022,0,0
397650001,0,0
397650002,0,0
397650003,0,0
397650004,0,0
397650005,0,0
397650007,0,0
397690049,0,0
398220100,0,0
398220123,0,0
398220125,0,0
398220127,0,0
398220139,0,0
398220151,0,0
398220166,0,0
398220170,0,0
398220171,0,0
398220190,0,0
398220191,0,0
398220200,0,0
398220205,0,0
398220277,0,0
398220278,0,0
398220300,0,0
398220310,0,0
398220330,0,0
398220350,0,0
398220353,0,0
398220409,0,0
398220412,0,0
398220500,0,0
398220615,0,0
398220617,0,0
398220706,0,0
398220710,0,0
398220800,0,0
398221000,0,0
398221001,0,0
398221030,0,0
398221055,0,0
398221077,0,0
398221201,0,0
398221220,0,0
398222000,0,0
398222010,0,0
398222120,0,0
398222180,0,0
398222200,0,0
398223015,0,0
398224000,0,0
398224025,0,0
398224050,0,0
398224200,0,0
398225090,0,0
398225300,0,0
398225500,0,0
398225525,0,0
398225550,0,0
398229045,0,0
398229100,0,0
398229160,0,0
398229200,0,0
398229900,0,0
398229950,0,0
398229993,0,0
398229994,0,0
398229995,0,0
398920100,0,0
398920301,0,0
398920302,0,0
398920303,0,0
398920304,0,0
398920305,0,0
398920306,0,0
398920600,0,0
398920601,0,0
398920602,0,0
398920603,0,0
398920801,0,0
398920802,0,0
398920803,0,0
398920804,0,0
398920807,0,0
398920810,0,0
398920811,0,0
398920812,0,0
398920830,0,0
398920900,0,0
400020002,0,0
400020003,0,0
400020004,0,0
400211072,0,0
400280511,0,0
400280512,0,0
400280513,0,0
400320016,0,0
400320022,0,0
400320024,0,0
400320026,0,0
400320028,0,0
400320030,0,0
400320034,0,0
400320038,0,0
400320050,0,0
400320060,0,0
400320080,0,0
400320081,0,0
400320082,0,0
400320083,0,0
400320088,0,0
400320089,0,0
400320090,0,0
400320095,0,0
400320118,1,0
400320120,0,0
400320121,0,0
400320122,0,0
400320123,0,0
400320140,0,0
400320160,0,0
400320161,0,0
400320312,0,0
400320330,0,0
400320350,1,0
400320351,1,0
400320352,1,0
400320353,1,0
400320356,1,0
400320357,1,0
400320358,1,0
400320360,0,0
400320430,1,0
400320431,1,0
400320432,1,0
400320433,1,0
400320434,1,0
400320450,0,0
400320500,0,0
400320540,1,0
400320541,1,0
400320542,1,0
400320543,1,0
400320544,1,0
400320550,0,0
400320551,0,0
400320570,0,0
400320571,0,0
400320572,0,0
400320573,0,0
400320574,0,0
400320575,0,0
400320580,0,0
400320581,0,0
400320620,0,0
400320622,0,0
400320652,0,0
400320653,0,0
400320761,0,0
400320762,0,0
400320770,0,0
400320771,0,0
400320790,0,0
400320791,0,0
400320792,0,0
400320794,0,0
400320810,1,0
400320870,0,0
400320871,0,0
400320910,0,0
400320911,0,0
400320912,0,0
400320913,0,0
400320915,0,0
400320917,0,0
400320920,1,0
400320930,0,0
400320931,0,0
400320947,0,0
400320950,1,0
400320980,0,0
400320999,0,0
400420015,0,0
400420025,0,0
400420047,0,0
400420048,0,0
400420049,0,0
400420050,0,0
400420052,0,0
400420053,0,0
400460030,0,0
400460031,0,0
400460032,0,0
400460033,0,0
400460034,0,0
400460036,0,0
400460037,0,0
400460038,0,0
400460039,0,0
400460040,0,0
400460041,0,0
400460042,0,0
400460043,0,0
400460044,0,0
400460045,0,0
400460046,0,0
400460047,0,0
400460048,0,0
400460049,0,0
400460050,0,0
400460051,0,0
400460052,0,0
400460053,0,0
400460055,0,0
400460056,0,0
400460057,0,0
400460061,0,0
400460062,0,0
400460064,0,0
400460066,0,0
400460068,0,0
400460069,0,0
400460070,0,0
400460071,0,0
400460072,0,0
400460073,0,0
400460074,0,0
400460075,0,0
400460076,0,0
400460077,0,0
400510018,0,0
400510049,0,0
400510079,0,0
400510123,0,0
400510135,0,0
400510136,0,0
400510137,0,0
400510138,0,0
400510332,0,0
400510604,0,0
400510605,0,0
400510606,0,0
400510607,0,0
400510608,0,0
400510609,0,0
400541003,0,0
400550614,0,0
400550938,0,0
400570001,0,0
400570002,0,0
400571000,0,0
400571001,0,0
400572000,0,0
400572001,0,0
400573000,0,0
400574000,0,0
400576001,0,0
400590001,0,0
400610990,0,0
400760002,0,0
400760021,0,0
400760031,0,0
400760051,0,0
400760061,0,0
400760101,0,0
400760115,0,0
400760230,0,0
400760315,0,0
400760318,0,0
400760319,0,0
400760320,0,0
400760415,0,0
400760511,0,0
400760624,0,0
400760715,0,0
400760945,0,0
400760949,0,0
400760953,0,0
400760991,0,0
400850028,0,0
400850029,0,0
400850201,0,0
400850203,0,0
400850215,0,0
400850218,0,0
400850219,0,0
400850220,0,0
400850315,0,0
400850415,0,0
400850615,0,0
400850716,0,0
400850842,0,0
400850888,0,0
400850893,0,0
400890113,0,0
400920500,0,0
400920600,0,0
400960050,0,0
400960051,0,0
400960076,0,0
400960080,0,0
400960081,0,0
400960700,0,0
400960800,0,0
400960802,0,0
400960965,0,0
400980101,0,0
401010001,0,0
401010002,0,0
401040001,0,0
401040002,0,0
401040003,0,0
401040139,0,0
401040180,0,0
401040181,0,0
401040182,0,0
401040191,0,0
401040192,0,0
401040193,0,0
401040194,0,0
401040196,0,0
401040198,0,0
401040201,0,0
401040204,0,0
401040261,0,0
401040262,0,0
401040263,0,0
401040281,0,0
401040282,0,0
401040283,0,0
401040284,0,0
401040285,0,0
401040286,0,0
401040287,0,0
401040288,0,0
401040289,0,0
401040291,0,0
401040299,0,0
401040323,0,0
401040324,0,0
401040325,0,0
401040351,0,0
401040352,0,0
401040353,0,0
401040354,0,0
401040355,0,0
401040371,0,0
401040372,0,0
401040373,0,0
401040380,0,0
401040381,0,0
401040421,0,0
401040422,0,0
401040423,0,0
401040424,0,0
401040520,0,0
401040556,0,0
401040703,0,0
401040800,0,0
401040811,0,0
401710003,0,0
401710005,0,0
411630001,0,0
411630002,0,0
411630003,0,0
411630004,0,0
411630005,0,0
411630006,0,0
411630007,0,0
411630008,0,0
411630009,0,0
411630010,0,0
411630011,0,0
411630012,0,0
411630013,0,0
411630014,0,0
411630015,0,0
411630016,0,0
411630017,0,0
411630019,0,0
411630020,0,0
411630021,0,0
411630022,0,0
411630023,0,0
411630024,0,0
411630025,0,0
411630026,0,0
411630027,0,0
411630028,0,0
411630029,0,0
411630032,0,0
411630033,0,0
411630034,0,0
411630035,0,0
411630036,0,0
411630037,0,0
411630040,0,0
411630041,0,0
411630043,0,0
411630045,0,0
411630047,0,0
411630049,0,0
411630050,0,0
411630052,0,0
411630054,0,0
411630055,0,0
411630056,0,0
411630057,0,0
411630061,0,0
411630062,0,0
411630067,0,0
411630068,0,0
411630069,0,0
411630071,0,0
411630072,0,0
411630073,0,0
411630074,0,0
411630075,0,0
411630076,0,0
411630078,0,0
411630080,0,0
411630083,0,0
411630084,0,0
411630085,0,0
411630086,0,0
411630088,0,0
411630089,0,0
411630092,0,0
411630094,0,0
411630098,0,0
411630099,0,0
411630100,0,0
411630101,0,0
411630102,0,0
411630104,0,0
411630105,0,0
411630109,0,0
411630110,0,0
411630111,0,0
411630112,0,0
411630113,0,0
411630114,0,0
411630115,0,0
411630117,0,0
411630119,0,0
411630120,0,0
411630121,0,0
411630122,0,0
411630124,0,0
411630127,0,0
411630130,0,0
411630133,0,0
411630135,0,0
411630136,0,0
411630139,0,0
411630140,0,0
411630141,0,0
411630142,0,0
411630146,0,0
411630153,0,0
411630154,0,0
411630156,0,0
411630157,0,0
411630158,0,0
411630159,0,0
411630160,0,0
411630161,0,0
411630163,0,0
411630165,0,0
411630166,0,0
411630167,0,0
411630168,0,0
411630169,0,0
411630170,0,0
411630172,0,0
411630174,0,0
411630175,0,0
411630176,0,0
411630177,0,0
411630179,0,0
411630180,0,0
411630181,0,0
411630182,0,0
411630186,0,0
411630188,0,0
411630190,0,0
411630192,0,0
411630194,0,0
411630195,0,0
411630198,0,0
411630201,0,0
411630202,0,0
411630205,0,0
411630206,0,0
411630209,0,0
411630211,0,0
411630213,0,0
411630214,0,0
411630215,0,0
411630218,0,0
411630220,0,0
411630224,0,0
411630226,0,0
411630227,0,0
411630228,0,0
411630229,0,0
411630230,0,0
411630235,0,0
411630236,0,0
411630238,0,0
411630242,0,0
411630244,0,0
411630245,0,0
411630246,0,0
411630251,0,0
411630253,0,0
411630254,0,0
411630255,0,0
411630258,0,0
411630259,0,0
411630263,0,0
411630264,0,0
411630271,0,0
411630272,0,0
411630274,0,0
411630278,0,0
411630279,0,0
411630280,0,0
411630289,0,0
411630291,0,0
411630294,0,0
411630296,0,0
411630299,0,0
411630300,0,0
411630301,0,0
411630302,0,0
411630304,0,0
411630306,0,0
411630309,0,0
411630310,0,0
411630311,0,0
411630313,0,0
411630314,0,0
411630318,0,0
411630319,0,0
411630320,0,0
411630321,0,0
411630323,0,0
411630325,0,0
411630326,0,0
411630328,0,0
411630329,0,0
411630332,0,0
411630333,0,0
411630335,0,0
411630336,0,0
411630337,0,0
411630341,0,0
411630343,0,0
411630344,0,0
411630346,0,0
411630351,0,0
411630352,0,0
411630353,0,0
411630356,0,0
411630357,0,0
411630358,0,0
411630359,0,0
411630361,0,0
411630363,0,0
411630367,0,0
411630368,0,0
411630369,0,0
411630370,0,0
411630371,0,0
411630373,0,0
411630374,0,0
411630375,0,0
411630379,0,0
411630380,0,0
411630381,0,0
411630384,0,0
411630386,0,0
411630388,0,0
411630390,0,0
411630392,0,0
411630393,0,0
411630394,0,0
411630396,0,0
411630397,0,0
411630400,0,0
411630401,0,0
411630402,0,0
411630403,0,0
411630404,0,0
411630406,0,0
411630407,0,0
411630409,0,0
411630411,0,0
411630412,0,0
411630413,0,0
411630414,0,0
411630415,0,0
411630416,0,0
411630417,0,0
411630418,0,0
411630420,0,0
411630422,0,0
411630423,0,0
411630424,0,0
411630425,0,0
411630426,0,0
411630427,0,0
411630428,0,0
411630430,0,0
411630432,0,0
411630434,0,0
411630435,0,0
411630436,0,0
411630437,0,0
411630439,0,0
411630441,0,0
411630443,0,0
411630445,0,0
411630449,0,0
411630450,0,0
411630453,0,0
411630456,0,0
411630458,0,0
411630459,0,0
411630462,0,0
411630463,0,0
411630466,0,0
411630467,0,0
411630468,0,0
411630470,0,0
411630471,0,0
411630473,0,0
411630475,0,0
411630478,0,0
411630479,0,0
411630480,0,0
411630484,0,0
411630485,0,0
411630486,0,0
411630487,0,0
411630488,0,0
411630489,0,0
411630490,0,0
411630492,0,0
411630494,0,0
411630498,0,0
411630499,0,0
411630500,0,0
411630501,0,0
411630502,0,0
411630503,0,0
411630508,0,0
411630510,0,0
411630511,0,0
411630512,0,0
411630513,0,0
411630514,0,0
411630515,0,0
411630516,0,0
411630517,0,0
411630519,0,0
411630520,0,0
411630521,0,0
411630522,0,0
411630526,0,0
411630527,0,0
411630528,0,0
411630530,0,0
411630531,0,0
411630532,0,0
411630537,0,0
411630539,0,0
411630544,0,0
411630546,0,0
411630549,0,0
411630550,0,0
411630551,0,0
411630556,0,0
411630557,0,0
411630560,0,0
411630561,0,0
411630563,0,0
411630566,0,0
411630571,0,0
